Mod:Item:MetaData, Localized Name
thebetweenlands:Smooth Betweenstone Slab:0, Smooth Betweenstone Slab
thebetweenlands:tile.thebetweenlands.smoothBetweenstoneSlabDouble:0, Smooth Betweenstone Slab
thebetweenlands:Solid Tar Slab:0, Solid Tar Slab
thebetweenlands:tile.thebetweenlands.solidTarSlabDouble:0, Solid Tar Slab
thebetweenlands:Temple Brick Slab:0, Temple Brick Slab
thebetweenlands:tile.thebetweenlands.templeBrickSlabDouble:0, Temple Brick Slab
thebetweenlands:Thatch Slab:0, Thatch Slab
thebetweenlands:tile.thebetweenlands.thatchSlabDouble:0, Thatch Slab
thebetweenlands:thatchSlope, tile.thebetweenlands.thatchSlope.name
tropicraft:tile.chunk, Chunk O' Head
tropicraft:tile.chunkStairs, Chunk O' Head Stairs
tropicraft:tile.oreEudialyte, Eudialyte Ore
tropicraft:tile.oreZircon, Zircon Ore
tropicraft:tile.oreAzurite, Azurite Ore
tropicraft:tile.blockOre:0, Eudialyte Block
tropicraft:tile.blockOre:1, Zircon Block
tropicraft:tile.blockOre:2, Azurite Block
tropicraft:tile.blockOre:3, Block of Cubic Zirconium
tropicraft:tile.thatch, Thatch Bundle
tropicraft:tile.coral:0, Coral Reef
tropicraft:tile.coral:1, Coral Reef
tropicraft:tile.coral:2, Coral Reef
tropicraft:tile.coral:3, Coral Reef
tropicraft:tile.coral:4, Coral Reef
tropicraft:tile.coral:5, Coral Reef
tropicraft:tile.bambooBundle, Bamboo Bundle
tropicraft:tile.log:0, Palm Log
tropicraft:tile.log:1, Mahogany Log
tropicraft:tile.plank:0, Palm Planks
tropicraft:tile.plank:1, Mahogany Planks
tropicraft:tile.bambooStairs, Bamboo Stairs
tropicraft:tile.thatchStairs, Thatch Stairs
tropicraft:tile.palmStairs, Palm Stairs
tropicraft:tile.mahoganyStairs, Mahogany Stairs
tropicraft:tile.tallFlower:1, Iris
tropicraft:tile.pineapple:1, Pineapple Plant
tropicraft:tile.bambooFence, Bamboo Fence
tropicraft:tile.palmFence, Palm Plank Fence
tropicraft:tile.sapling:0, Palm Sapling
tropicraft:tile.sapling:1, Mahogany Tree Sapling
tropicraft:tile.sapling:2, Grapefruit Tree Sapling
tropicraft:tile.sapling:3, Lemon Tree Sapling
tropicraft:tile.sapling:4, Lime Tree Sapling
tropicraft:tile.sapling:5, Orange Tree Sapling
tropicraft:tile.coffeePlant, Coffee Plant
tropicraft:tile.bambooFenceGate, Bamboo Fence Gate
tropicraft:tile.palmFenceGate, Palm Plank Fence Gate
tropicraft:tile.tikiTorch, Tiki Torch
tropicraft:tile.bambooDoor, tile.bambooDoor.name
tropicraft:tile.singleSlabs:0, Bamboo Slab
tropicraft:tile.singleSlabs:1, Thatch Slab
tropicraft:tile.singleSlabs:2, Chunk O' Head Slab
tropicraft:tile.singleSlabs:3, Palm Plank Slab
tropicraft:tile.tropicsWater, tile.tropicsWater.name
tropicraft:tile.rainStopper, tile.tropicraft:rainStopper.name
tropicraft:tile.flower:0, Commelina Diffusa
tropicraft:tile.flower:1, Crocosmia
tropicraft:tile.flower:2, Orchid
tropicraft:tile.flower:3, Canna
tropicraft:tile.flower:4, Anemone
tropicraft:tile.flower:5, Orange Anthurium
tropicraft:tile.flower:6, Red Anthurium
tropicraft:tile.flower:7, Magic Mushroom
tropicraft:tile.flower:8, Pathos
tropicraft:tile.flower:9, Acai Vine
tropicraft:tile.flower:10, Croton
tropicraft:tile.flower:11, Dracaena
tropicraft:tile.flower:12, Fern
tropicraft:tile.flower:13, Foilage
tropicraft:tile.flower:14, Bromeliad
tropicraft:tile.flowerPot, Bamboo Flower Pot
tropicraft:tile.coconut, Coconut
tropicraft:tile.firePit, Fire Pit
tropicraft:tile.bambooChest, Bamboo Chest
tropicraft:tile.portal, Tropics Portal
tropicraft:tile.portalWall, Tropics Portal Wall
tropicraft:tile.leaf:0, Grapefruit Leaves
tropicraft:tile.leaf:1, Lemon Leaves
tropicraft:tile.leaf:2, Lime Leaves
tropicraft:tile.leaf:3, Orange Leaves
tropicraft:tile.leafPalm, Palm Leaves
tropicraft:tile.leafRainforest:0, Kapok Leaves
tropicraft:tile.leafRainforest:1, Mahogany Leaves
tropicraft:tile.leafRainforest:2, Fruit Leaves
tropicraft:tile.bambooChute, Bamboo Chute
tropicraft:tile.purifiedSand, Purified Sand
tropicraft:tile.mineralSand:0, Coral Sands
tropicraft:tile.mineralSand:1, Foamy Sands
tropicraft:tile.mineralSand:2, Black Sands
tropicraft:tile.mineralSand:3, Mineral Sands
tropicraft:tile.sifter, Sifter
tropicraft:tile.curareBowl, Curare Bowl
tropicraft:tile.bongoDrum:0, Small Bongo Drum
tropicraft:tile.bongoDrum:1, Medium Bongo Drum
tropicraft:tile.bongoDrum:2, Large Bongo Drum
tropicraft:tile.koaChest, Koa Chest
tropicraft:tile.purchasePlate, Koa Trader Purchase Plate
tropicraft:tile.bambooMug, tile.bambooMug.name
tropicraft:tile.eihMixer, Drink Mixer
lotr:item.lotr:goldRing, Gold Ring
lotr:item.lotr:pouch:0, Small Pouch
lotr:item.lotr:pouch:1, Medium Pouch
lotr:item.lotr:pouch:2, Large Pouch
lotr:item.lotr:copper, Copper Ingot
lotr:item.lotr:tin, Tin Ingot
lotr:item.lotr:bronze, Bronze Ingot
lotr:item.lotr:silver, Silver Ingot
lotr:item.lotr:mithril, Mithril Ingot
lotr:item.lotr:shovelBronze, Bronze Shovel
lotr:item.lotr:pickaxeBronze, Bronze Pickaxe
lotr:item.lotr:axeBronze, Bronze Axe
lotr:item.lotr:swordBronze, Bronze Sword
lotr:item.lotr:hoeBronze, Bronze Hoe
lotr:item.lotr:helmetBronze, Bronze Helmet
lotr:item.lotr:bodyBronze, Bronze Chestplate
lotr:item.lotr:legsBronze, Bronze Leggings
lotr:item.lotr:bootsBronze, Bronze Boots
lotr:item.lotr:silverNugget, Silver Nugget
lotr:item.lotr:silverRing, Silver Ring
lotr:item.lotr:mithrilNugget, Mithril Nugget
lotr:item.lotr:mithrilRing, Mithril Ring
lotr:item.lotr:hobbitPipe, Hobbit Pipe
lotr:item.lotr:pipeweed, Pipeweed
lotr:item.lotr:clayMug, Clay Mug
lotr:item.lotr:mug, Mug
lotr:item.lotr:mugWater, Mug of Water
lotr:item.lotr:mugMilk, Mug of Milk
lotr:item.lotr:mugAle:0, Ale
lotr:item.lotr:mugAle:1, Ale
lotr:item.lotr:mugAle:2, Ale
lotr:item.lotr:mugAle:3, Ale
lotr:item.lotr:mugAle:4, Ale
lotr:item.lotr:mugChocolate, Mug of Chocolate
lotr:item.lotr:appleCrumble, Apple Crumble
lotr:item.lotr:mugMiruvor:0, Miruvor
lotr:item.lotr:mugMiruvor:1, Miruvor
lotr:item.lotr:mugMiruvor:2, Miruvor
lotr:item.lotr:mugMiruvor:3, Miruvor
lotr:item.lotr:mugMiruvor:4, Miruvor
lotr:item.lotr:mugOrcDraught:0, Orc Draught
lotr:item.lotr:mugOrcDraught:1, Orc Draught
lotr:item.lotr:mugOrcDraught:2, Orc Draught
lotr:item.lotr:mugOrcDraught:3, Orc Draught
lotr:item.lotr:mugOrcDraught:4, Orc Draught
lotr:item.lotr:scimitarOrc, Mordor Scimitar
lotr:item.lotr:helmetOrc, Mordor Helmet
lotr:item.lotr:bodyOrc, Mordor Chestplate
lotr:item.lotr:legsOrc, Mordor Leggings
lotr:item.lotr:bootsOrc, Mordor Boots
lotr:item.lotr:orcSteel, Orc Steel Ingot
lotr:item.lotr:battleaxeOrc, Mordor Battleaxe
lotr:item.lotr:lembas, Lembas
lotr:item.lotr:naurite, Naurite Gem
lotr:item.lotr:daggerOrc, Mordor Dagger
lotr:item.lotr:daggerOrcPoisoned, Poisoned Mordor Dagger
lotr:item.lotr:sting, Sting
lotr:item.lotr:spawnEgg:1, Spawn Horse
lotr:item.lotr:spawnEgg:2, Spawn Hobbit
lotr:item.lotr:spawnEgg:3, Spawn Mordor Orc
lotr:item.lotr:spawnEgg:4, Spawn Shire Pony
lotr:item.lotr:spawnEgg:5, Spawn Mordor Warg
lotr:item.lotr:spawnEgg:6, Spawn Gondor Soldier
lotr:item.lotr:spawnEgg:8, Spawn Galadhrim Elf
lotr:item.lotr:spawnEgg:9, Spawn Hobbit Bartender
lotr:item.lotr:spawnEgg:10, Spawn Hobbit Drunkard
lotr:item.lotr:spawnEgg:11, Spawn Galadhrim Warrior
lotr:item.lotr:spawnEgg:12, Spawn Mordor Orc Bombardier
lotr:item.lotr:spawnEgg:13, Spawn Mordor Orc Trader
lotr:item.lotr:spawnEgg:14, Spawn Mordor Orc Archer
lotr:item.lotr:spawnEgg:15, Spawn Gondor Ruins Wraith
lotr:item.lotr:spawnEgg:16, Spawn Blacksmith of Gondor
lotr:item.lotr:spawnEgg:17, Spawn Galadhrim Wanderer
lotr:item.lotr:spawnEgg:18, Spawn Dwarf
lotr:item.lotr:spawnEgg:19, Spawn Dwarf Warrior
lotr:item.lotr:spawnEgg:20, Spawn Dwarf Miner
lotr:item.lotr:spawnEgg:21, Spawn Marsh Wraith
lotr:item.lotr:spawnEgg:22, Spawn Mordor Warg Bombardier
lotr:item.lotr:spawnEgg:23, Spawn Mordor Orc Chieftain
lotr:item.lotr:spawnEgg:24, Spawn Gondorian Captain
lotr:item.lotr:spawnEgg:25, Spawn Dwarf Commander
lotr:item.lotr:spawnEgg:26, Spawn Dwarf Axe-thrower
lotr:item.lotr:spawnEgg:27, Spawn Gondor Archer
lotr:item.lotr:spawnEgg:28, Spawn Uruk-hai
lotr:item.lotr:spawnEgg:29, Spawn Uruk-hai Crossbower
lotr:item.lotr:spawnEgg:30, Spawn Uruk-hai Beserker
lotr:item.lotr:spawnEgg:31, Spawn Uruk-hai Trader
lotr:item.lotr:spawnEgg:32, Spawn Uruk-hai Chieftain
lotr:item.lotr:spawnEgg:33, Spawn Troll
lotr:item.lotr:spawnEgg:34, Spawn Olog-hai
lotr:item.lotr:spawnEgg:35, Spawn Galadhrim Lord
lotr:item.lotr:spawnEgg:36, Spawn Uruk-hai Sapper
lotr:item.lotr:spawnEgg:37, Spawn Mirkwood Spider
lotr:item.lotr:spawnEgg:38, Spawn Wood-elf
lotr:item.lotr:spawnEgg:39, Spawn Wood-elf Scout
lotr:item.lotr:spawnEgg:40, Spawn Rohan Barrow Wraith
lotr:item.lotr:spawnEgg:41, Spawn Rohirrim
lotr:item.lotr:spawnEgg:42, Spawn Rohirrim Archer
lotr:item.lotr:spawnEgg:43, Spawn Rohirrim Marshal
lotr:item.lotr:spawnEgg:44, Spawn Hobbit Shirriff
lotr:item.lotr:spawnEgg:45, Spawn Hobbit Shirriff Chief
lotr:item.lotr:spawnEgg:46, Spawn Blacksmith of Rohan
lotr:item.lotr:spawnEgg:47, Spawn Ranger of the North
lotr:item.lotr:spawnEgg:48, Spawn Ranger of Ithilien
lotr:item.lotr:spawnEgg:49, Spawn Dunlending Warrior
lotr:item.lotr:spawnEgg:50, Spawn Dunlending Archer
lotr:item.lotr:spawnEgg:51, Spawn Dunlending Warlord
lotr:item.lotr:spawnEgg:52, Spawn Dunlending
lotr:item.lotr:spawnEgg:53, Spawn Dunlending Bartender
lotr:item.lotr:spawnEgg:54, Spawn Dunlending Drunkard
lotr:item.lotr:spawnEgg:55, Spawn Ent
lotr:item.lotr:spawnEgg:56, Spawn Mountain Troll
lotr:item.lotr:spawnEgg:58, Spawn Huorn
lotr:item.lotr:spawnEgg:59, Spawn Dark Huorn
lotr:item.lotr:spawnEgg:60, Spawn Wood-elf Warrior
lotr:item.lotr:spawnEgg:61, Spawn Wood-elf Captain
lotr:item.lotr:spawnEgg:62, Spawn Rohan Meadhost
lotr:item.lotr:spawnEgg:63, Spawn Butterfly
lotr:item.lotr:spawnEgg:64, Spawn Midges
lotr:item.lotr:spawnEgg:65, Spawn Angmar Orc Chieftain
lotr:item.lotr:spawnEgg:67, Spawn Slave of Núrn
lotr:item.lotr:spawnEgg:68, Spawn Rabbit
lotr:item.lotr:spawnEgg:69, Spawn Wild Boar
lotr:item.lotr:spawnEgg:70, Spawn Hobbit Orcharder
lotr:item.lotr:spawnEgg:71, Spawn Mordor Orc Slaver
lotr:item.lotr:spawnEgg:72, Spawn Mordor Spider
lotr:item.lotr:spawnEgg:73, Spawn Mordor Orc Spider Keeper
lotr:item.lotr:spawnEgg:74, Spawn Angmar Orc
lotr:item.lotr:spawnEgg:75, Spawn Angmar Orc Archer
lotr:item.lotr:spawnEgg:76, Spawn Angmar Orc Bombardier
lotr:item.lotr:spawnEgg:77, Spawn Gundabad Orc
lotr:item.lotr:spawnEgg:78, Spawn Gundabad Orc Archer
lotr:item.lotr:spawnEgg:79, Spawn Gundabad Orc Chieftain
lotr:item.lotr:spawnEgg:80, Spawn Ranger Captain of the North
lotr:item.lotr:spawnEgg:81, Spawn Gundabad Warg
lotr:item.lotr:spawnEgg:82, Spawn Angmar Warg
lotr:item.lotr:spawnEgg:83, Spawn Angmar Warg Bombardier
lotr:item.lotr:spawnEgg:84, Spawn Uruk Warg
lotr:item.lotr:spawnEgg:85, Spawn Uruk Warg Bombardier
lotr:item.lotr:spawnEgg:86, Spawn Lion
lotr:item.lotr:spawnEgg:87, Spawn Lioness
lotr:item.lotr:spawnEgg:88, Spawn Giraffe
lotr:item.lotr:spawnEgg:89, Spawn Zebra
lotr:item.lotr:spawnEgg:90, Spawn Rhino
lotr:item.lotr:spawnEgg:91, Spawn Crocodile
lotr:item.lotr:spawnEgg:92, Spawn Near Haradrim
lotr:item.lotr:spawnEgg:93, Spawn Near Haradrim Warrior
lotr:item.lotr:spawnEgg:94, Spawn High Elf
lotr:item.lotr:spawnEgg:95, Spawn Gemsbok
lotr:item.lotr:spawnEgg:96, Spawn Flamingo
lotr:item.lotr:spawnEgg:97, Spawn Hobbit Farmer
lotr:item.lotr:spawnEgg:98, Spawn Hobbit Farmhand
lotr:item.lotr:spawnEgg:99, Spawn High Elf Warrior
lotr:item.lotr:spawnEgg:100, Spawn High Elf Lord
lotr:item.lotr:spawnEgg:101, Spawn Gondor Banner Bearer
lotr:item.lotr:spawnEgg:102, Spawn Rohan Banner Bearer
lotr:item.lotr:spawnEgg:103, Spawn Mordor Banner Bearer
lotr:item.lotr:spawnEgg:104, Spawn Galadhrim Banner Bearer
lotr:item.lotr:spawnEgg:105, Spawn Wood-elf Banner Bearer
lotr:item.lotr:spawnEgg:106, Spawn Dunlending Banner Bearer
lotr:item.lotr:spawnEgg:107, Spawn Uruk-hai Banner Bearer
lotr:item.lotr:spawnEgg:108, Spawn Dwarf Banner Bearer
lotr:item.lotr:spawnEgg:109, Spawn Angmar Banner Bearer
lotr:item.lotr:spawnEgg:110, Spawn Near Harad Banner Bearer
lotr:item.lotr:spawnEgg:111, Spawn High Elf Banner Bearer
lotr:item.lotr:spawnEgg:112, Spawn Jungle Scorpion
lotr:item.lotr:spawnEgg:113, Spawn Desert Scorpion
lotr:item.lotr:spawnEgg:114, Spawn Bird
lotr:item.lotr:spawnEgg:115, Spawn Crebain
lotr:item.lotr:spawnEgg:116, Spawn Camel
lotr:item.lotr:spawnEgg:117, Spawn Near Haradrim Archer
lotr:item.lotr:spawnEgg:118, Spawn Near Haradrim Warlord
lotr:item.lotr:spawnEgg:119, Spawn Blue Mountains Dwarf
lotr:item.lotr:spawnEgg:120, Spawn Blue Mountains Warrior
lotr:item.lotr:spawnEgg:121, Spawn Blue Mountains Axe-thrower
lotr:item.lotr:spawnEgg:122, Spawn Blue Mountains Banner Bearer
lotr:item.lotr:spawnEgg:123, Spawn Blue Mountains Commander
lotr:item.lotr:spawnEgg:124, Spawn Blue Mountains Miner
lotr:item.lotr:spawnEgg:125, Spawn Near Harad Drink Trader
lotr:item.lotr:spawnEgg:126, Spawn Near Harad Mineral Trader
lotr:item.lotr:spawnEgg:127, Spawn Near Harad Plant Trader
lotr:item.lotr:spawnEgg:128, Spawn Near Harad Food Trader
lotr:item.lotr:spawnEgg:129, Spawn Blue Mountains Merchant
lotr:item.lotr:spawnEgg:130, Spawn Bandit
lotr:item.lotr:spawnEgg:131, Spawn Ranger Banner Bearer
lotr:item.lotr:spawnEgg:132, Spawn Woodland Elk
lotr:item.lotr:spawnEgg:133, Spawn Gondor Tower Guard
lotr:item.lotr:spawnEgg:134, Spawn Merchant of Near Harad
lotr:item.lotr:spawnEgg:135, Spawn Harad Pyramid Wraith
lotr:item.lotr:spawnEgg:136, Spawn Dol Guldur Orc
lotr:item.lotr:spawnEgg:137, Spawn Dol Guldur Orc Archer
lotr:item.lotr:spawnEgg:138, Spawn Dol Guldur Banner Bearer
lotr:item.lotr:spawnEgg:139, Spawn Dol Guldur Orc Chieftain
lotr:item.lotr:spawnEgg:140, Spawn Mirk-troll
lotr:item.lotr:spawnEgg:141, Spawn Gundabad Banner Bearer
lotr:item.lotr:spawnEgg:142, Spawn Exploding Termite
lotr:item.lotr:spawnEgg:143, Spawn Dik-dik
lotr:item.lotr:spawnEgg:144, Spawn Black Uruk
lotr:item.lotr:spawnEgg:145, Spawn Black Uruk Archer
lotr:item.lotr:spawnEgg:146, Spawn Half-troll
lotr:item.lotr:spawnEgg:147, Spawn Ithilien Ranger Captain
lotr:item.lotr:spawnEgg:148, Spawn Ithilien Banner Bearer
lotr:item.lotr:spawnEgg:149, Spawn Half-troll Warrior
lotr:item.lotr:spawnEgg:150, Spawn Half-troll Banner Bearer
lotr:item.lotr:spawnEgg:151, Spawn Half-troll Warlord
lotr:item.lotr:spawnEgg:152, Spawn Angmar Orc Trader
lotr:item.lotr:spawnEgg:153, Spawn Dol Guldur Orc Trader
lotr:item.lotr:spawnEgg:154, Spawn Half-troll Scavenger
lotr:item.lotr:spawnEgg:155, Spawn Galadhrim Smith
lotr:item.lotr:spawnEgg:156, Spawn High Elven Smith
lotr:item.lotr:spawnEgg:157, Spawn Wood-elven Smith
lotr:item.lotr:spawnEgg:158, Spawn Swan Knight
lotr:item.lotr:spawnEgg:159, Spawn Dol Amroth Captain
lotr:item.lotr:spawnEgg:160, Spawn Dol Amroth Banner Bearer
lotr:item.lotr:spawnEgg:161, Spawn Swan
lotr:item.lotr:spawnEgg:162, Spawn Moredain
lotr:item.lotr:spawnEgg:163, Spawn Moredain Warrior
lotr:item.lotr:spawnEgg:164, Spawn Moredain Banner Bearer
lotr:item.lotr:spawnEgg:165, Spawn Moredain Chieftain
lotr:item.lotr:spawnEgg:166, Spawn Moredain Huntsman
lotr:item.lotr:spawnEgg:167, Spawn Moredain Hutmaker
lotr:item.lotr:spawnEgg:168, Spawn Dunlending Berserker
lotr:item.lotr:spawnEgg:169, Spawn Rhudaur Hillman
lotr:item.lotr:spawnEgg:170, Spawn Rhudaur Hillman Warrior
lotr:item.lotr:spawnEgg:171, Spawn Rhudaur Hillman Chieftain
lotr:item.lotr:spawnEgg:172, Spawn Rhudaur Hillman Banner Bearer
lotr:item.lotr:spawnEgg:173, Spawn Rhudaur Hillman Axe-thrower
lotr:item.lotr:spawnEgg:174, Spawn Dunlending Axe-thrower
lotr:item.lotr:spawnEgg:175, Spawn Iron Hills Merchant
lotr:item.lotr:spawnEgg:800, Spawn Utumno Orc
lotr:item.lotr:spawnEgg:801, Spawn Utumno Orc Archer
lotr:item.lotr:spawnEgg:802, Spawn Utumno Warg
lotr:item.lotr:spawnEgg:803, Spawn Utumno Ice Warg
lotr:item.lotr:spawnEgg:804, Spawn Utumno Obsidian Warg
lotr:item.lotr:spawnEgg:805, Spawn Utumno Fire Warg
lotr:item.lotr:spawnEgg:806, Spawn Utumno Ice Spider
lotr:item.lotr:spawnEgg:807, Spawn Balrog
lotr:item.lotr:spawnEgg:808, Spawn Tormented Elf
lotr:item.lotr:spawnEgg:809, Spawn Utumno Troll
lotr:item.lotr:spawnEgg:1001, Spawn Gollum
lotr:item.lotr:spawnEgg:1002, Spawn Saruman
lotr:item.lotr:pipeweedLeaf, Pipeweed Leaf
lotr:item.lotr:pipeweedSeeds, Pipeweed Seeds
lotr:item.lotr:structureSpawner:1, Build Hobbit Hole
lotr:item.lotr:structureSpawner:2, Build Hobbit Tavern
lotr:item.lotr:structureSpawner:3, Build Hobbit Picnic Bench
lotr:item.lotr:structureSpawner:4, Build Hobbit Windmill
lotr:item.lotr:structureSpawner:5, Build Hobbit Farm
lotr:item.lotr:structureSpawner:20, Build Blue Mountains House
lotr:item.lotr:structureSpawner:21, Build Blue Mountains Stronghold
lotr:item.lotr:structureSpawner:30, Build High Elven Turret
lotr:item.lotr:structureSpawner:31, Build Ruined High Elven Turret
lotr:item.lotr:structureSpawner:32, Build High Elven Hall
lotr:item.lotr:structureSpawner:33, Build Underwater Elven Ruin
lotr:item.lotr:structureSpawner:34, Build High Elven Smithy
lotr:item.lotr:structureSpawner:50, Build Ruined Dúnedain Tower
lotr:item.lotr:structureSpawner:51, Build Ruined House
lotr:item.lotr:structureSpawner:52, Build Ranger Tent
lotr:item.lotr:structureSpawner:53, Build Númenórean Ruin
lotr:item.lotr:structureSpawner:54, Build Barrow-downs Barrow
lotr:item.lotr:structureSpawner:55, Build Ranger Watchtower
lotr:item.lotr:structureSpawner:80, Build Orc Dungeon
lotr:item.lotr:structureSpawner:81, Build Gundabad Tent
lotr:item.lotr:structureSpawner:82, Build Gundabad Forge Tent
lotr:item.lotr:structureSpawner:100, Build Angmar Tower
lotr:item.lotr:structureSpawner:101, Build Angmar Shrine
lotr:item.lotr:structureSpawner:102, Build Angmar Warg Pit
lotr:item.lotr:structureSpawner:103, Build Angmar Tent
lotr:item.lotr:structureSpawner:104, Build Angmar Forge Tent
lotr:item.lotr:structureSpawner:110, Build Rhudaur Hillman House
lotr:item.lotr:structureSpawner:111, Build Rhudaur Hillman Chieftain House
lotr:item.lotr:structureSpawner:120, Build Wood-elf Lookout Platform
lotr:item.lotr:structureSpawner:121, Build Wood-elf House
lotr:item.lotr:structureSpawner:122, Build Wood-elven Tower
lotr:item.lotr:structureSpawner:123, Build Ruined Wood-elven Tower
lotr:item.lotr:structureSpawner:124, Build Wood-elven Smithy
lotr:item.lotr:structureSpawner:130, Build Dol Guldur Altar
lotr:item.lotr:structureSpawner:131, Build Dol Guldur Tower
lotr:item.lotr:structureSpawner:132, Build Dol Guldur Spider Pit
lotr:item.lotr:structureSpawner:133, Build Dol Guldur Tent
lotr:item.lotr:structureSpawner:134, Build Dol Guldur Forge Tent
lotr:item.lotr:structureSpawner:150, Build Dwarven Mine Entrance
lotr:item.lotr:structureSpawner:151, Build Dwarven Tower
lotr:item.lotr:structureSpawner:152, Build Dwarf House
lotr:item.lotr:structureSpawner:200, Build Elven Treehouse
lotr:item.lotr:structureSpawner:201, Build Grand Elven Treehouse
lotr:item.lotr:structureSpawner:202, Build Galadhrim Smithy
lotr:item.lotr:structureSpawner:300, Build Rohan Mead Hall
lotr:item.lotr:structureSpawner:301, Build Rohan Watchtower
lotr:item.lotr:structureSpawner:302, Build Rohan Barrow
lotr:item.lotr:structureSpawner:303, Build Rohan Fortress
lotr:item.lotr:structureSpawner:350, Build Uruk Tent
lotr:item.lotr:structureSpawner:351, Build Ruined Rohan Watchtower
lotr:item.lotr:structureSpawner:352, Build Uruk Forge Tent
lotr:item.lotr:structureSpawner:353, Build Uruk Warg Pit
lotr:item.lotr:structureSpawner:380, Build Dunlending House
lotr:item.lotr:structureSpawner:381, Build Dunlending Tavern
lotr:item.lotr:structureSpawner:382, Build Dunlending Campfire
lotr:item.lotr:structureSpawner:383, Build Dunland Hill Fort
lotr:item.lotr:structureSpawner:400, Build Gondor Beacon Tower
lotr:item.lotr:structureSpawner:401, Build Gondor Fortress
lotr:item.lotr:structureSpawner:402, Build Gondor Smithy
lotr:item.lotr:structureSpawner:403, Build Gondor Turret
lotr:item.lotr:structureSpawner:404, Build Ithilien Hideout
lotr:item.lotr:structureSpawner:420, Build Ruined Gondor Beacon Tower
lotr:item.lotr:structureSpawner:421, Build Ruined Gondor Watchtower
lotr:item.lotr:structureSpawner:422, Build Gondor Obelisk
lotr:item.lotr:structureSpawner:423, Build Gondor Ruin
lotr:item.lotr:structureSpawner:440, Build Dol Amroth Stables
lotr:item.lotr:structureSpawner:500, Build Mordor Tower
lotr:item.lotr:structureSpawner:501, Build Mordor Tent
lotr:item.lotr:structureSpawner:502, Build Mordor Forge Tent
lotr:item.lotr:structureSpawner:503, Build Mordor Warg Pit
lotr:item.lotr:structureSpawner:550, Build Núrn Wheat Farm
lotr:item.lotr:structureSpawner:551, Build Núrn Slaver Tower
lotr:item.lotr:structureSpawner:570, Build Mordor Spider Pit
lotr:item.lotr:structureSpawner:600, Build Harad Obelisk
lotr:item.lotr:structureSpawner:601, Build Near Harad House
lotr:item.lotr:structureSpawner:602, Build Near Harad Large House
lotr:item.lotr:structureSpawner:603, Build Near Harad Village
lotr:item.lotr:structureSpawner:604, Build Near Harad Tower
lotr:item.lotr:structureSpawner:605, Build Near Harad Fortress
lotr:item.lotr:structureSpawner:606, Build Near Harad Tent
lotr:item.lotr:structureSpawner:607, Build Near Harad Bazaar
lotr:item.lotr:structureSpawner:608, Build Harad Pyramid
lotr:item.lotr:structureSpawner:800, Build Moredain Village Hut
lotr:item.lotr:structureSpawner:801, Build Moredain Chieftain Hut
lotr:item.lotr:structureSpawner:802, Build Moredain Trader Hut
lotr:item.lotr:structureSpawner:803, Build Moredain Hunter Shack
lotr:item.lotr:structureSpawner:1200, Build Half-troll House
lotr:item.lotr:structureSpawner:1201, Build Half-troll Warlord House
lotr:item.lotr:lettuce, Lettuce
lotr:item.lotr:shovelMithril, Mithril Shovel
lotr:item.lotr:pickaxeMithril, Mithril Pickaxe
lotr:item.lotr:axeMithril, Mithril Axe
lotr:item.lotr:swordMithril, Mithril Sword
lotr:item.lotr:hoeMithril, Mithril Hoe
lotr:item.lotr:orcTorch, Orc Torch
lotr:item.lotr:sauronMace, Mace of Sauron
lotr:item.lotr:gandalfStaffWhite, Staff of Gandalf the White
lotr:item.lotr:swordGondor, Gondorian Sword
lotr:item.lotr:helmetGondor, Gondorian Helmet
lotr:item.lotr:bodyGondor, Gondorian Chestplate
lotr:item.lotr:legsGondor, Gondorian Leggings
lotr:item.lotr:bootsGondor, Gondorian Boots
lotr:item.lotr:helmetMithril, Mithril Helmet
lotr:item.lotr:bodyMithril, Mithril Chestplate
lotr:item.lotr:legsMithril, Mithril Leggings
lotr:item.lotr:bootsMithril, Mithril Boots
lotr:item.lotr:spearGondor, Gondorian Spear
lotr:item.lotr:spearOrc, Mordor Spear
lotr:item.lotr:spearBronze, Bronze Spear
lotr:item.lotr:spearIron, Iron Spear
lotr:item.lotr:spearMithril, Mithril Spear
lotr:item.lotr:anduril, Andúril
lotr:item.lotr:dye:0, Yellow Dye
lotr:item.lotr:dye:1, White Dye
lotr:item.lotr:dye:2, Bluebell Blue
lotr:item.lotr:mallornStick, Mallorn Stick
lotr:item.lotr:shovelMallorn, Mallorn Shovel
lotr:item.lotr:pickaxeMallorn, Mallorn Pickaxe
lotr:item.lotr:axeMallorn, Mallorn Axe
lotr:item.lotr:swordMallorn, Mallorn Sword
lotr:item.lotr:hoeMallorn, Mallorn Hoe
lotr:item.lotr:shovelElven, Galadhrim Shovel
lotr:item.lotr:pickaxeElven, Galadhrim Pickaxe
lotr:item.lotr:axeElven, Galadhrim Axe
lotr:item.lotr:swordElven, Galadhrim Sword
lotr:item.lotr:hoeElven, Galadhrim Hoe
lotr:item.lotr:spearElven, Galadhrim Spear
lotr:item.lotr:mallornBow, Mallorn Bow
lotr:item.lotr:helmetElven, Galadhrim Helmet
lotr:item.lotr:bodyElven, Galadhrim Chestplate
lotr:item.lotr:legsElven, Galadhrim Leggings
lotr:item.lotr:bootsElven, Galadhrim Boots
lotr:item.lotr:coin:0, Silver Coin
lotr:item.lotr:coin:1, Silver Coin (10)
